Device_ID,Device_Name,Acoustic_Level,Feature,N_Complete_Pairs,ICC_3_1,ICC_95CI_Low_Bootstrap,ICC_95CI_High_Bootstrap,Bootstrap_Valid_Replicates,ICC_Category,Session1_Mean,Session1_SD,Session2_Mean,Session2_SD,Mean_Change_S2_Minus_S1
1,ASUS_FX63VD_laptop,W,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,51,0.29820938424742305,0.039439004303437414,0.6289198451005563,2000,poor,15.938667972918228,15.639330333280418,18.32045105162209,18.70879773237513,2.38178307870386
1,ASUS_FX63VD_laptop,W,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,51,0.9201686010637297,0.8688642013601063,0.9570049328259256,2000,excellent,28.410118241488618,4.616519901964578,28.31821715555514,4.7595476854506895,-0.09190108593347421
1,ASUS_FX63VD_laptop,W,slopeUV0-500_sma3nz_amean,51,0.6191781254417636,0.23398649163749136,0.8181653342309463,2000,moderate,0.006163241593306908,0.010565242222730658,0.006656072259938286,0.01116554555303138,0.0004928306666313789
1,ASUS_FX63VD_laptop,W,MeanUnvoicedSegmentLength,51,0.12838218073222474,-0.02353582716138644,0.5844550224374018,2000,poor,0.006857545837091494,0.014968805002571275,0.005852643915341937,0.008588511440646002,-0.0010049019217495585
1,ASUS_FX63VD_laptop,W,slopeV0-500_sma3nz_amean,51,0.9262493886211077,0.8667985183794322,0.9627384116384342,2000,excellent,0.05415025679014503,0.030030960839019367,0.05574896462802489,0.030590070738632964,0.001598707837879863
1,ASUS_FX63VD_laptop,W,spectralFluxV_sma3nz_amean,51,0.24367486429433724,-0.12051792323801426,0.5768962871502071,2000,poor,1.0553205803747219,0.2638470811420591,1.0234525495663118,0.24943610334994135,-0.03186803080841004
1,ASUS_FX63VD_laptop,W,F2amplitudeLogRelF0_sma3nz_amean,51,0.3429653480387353,0.10978935782403676,0.6464812435127053,2000,poor,-25.405569244148037,9.089272693381568,-24.98583556339435,8.741453446815358,0.4197336807536857
1,ASUS_FX63VD_laptop,W,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,51,0.5725249715333434,0.2695454734017896,0.7702009780422471,2000,moderate,19.303020979264197,14.113816807778875,18.50747775961991,19.964782419807023,-0.7955432196442902
1,ASUS_FX63VD_laptop,CW,Gap_Before,50,0.3161412757929273,0.04571605304666596,0.5991041328290115,2000,poor,0.49069044444444443,0.16741470973025044,0.45744681818181826,0.17550873142773663,-0.03324362626262628
1,ASUS_FX63VD_laptop,CW,loudness_sma3_stddevNorm,50,0.39826343935988634,0.12677452153871563,0.6273348314163558,2000,poor,0.41422282725779547,0.08031456951917357,0.3948219473377773,0.08038782296149705,-0.01940087992001814
1,ASUS_FX63VD_laptop,CW,spectralFlux_sma3_stddevNorm,50,0.3621178748537309,0.13960717433794245,0.5397957646953775,2000,poor,0.4969554906040431,0.07169907364307909,0.4656127863986926,0.0822513172261738,-0.03134270420535045
1,ASUS_FX63VD_laptop,CW,F3amplitudeLogRelF0_sma3nz_stddevNorm,50,0.5131030657545456,0.34585528825039247,0.7523126756408477,2000,moderate,-0.6029890356337031,0.26946653271519666,-0.588488683937061,0.3982440182984478,0.014500351696642065
1,ASUS_FX63VD_laptop,CW,HNRdBACF_sma3nz_amean,50,0.9066434087517825,0.8481547027192279,0.9436437278956041,2000,excellent,5.286394018365691,2.4926389632180217,5.3394813498033376,2.5546924157582276,0.0530873314376469
1,ASUS_FX63VD_laptop,CW,loudness_sma3_percentile20.0,50,0.6263674867955468,0.29520148167871224,0.8185436211270916,2000,moderate,0.670068001911044,0.1675392376897457,0.693206941584746,0.16441448915346946,0.02313893967370191
1,ASUS_FX63VD_laptop,CW,loudness_sma3_pctlrange0-2,50,0.5459820526901156,0.345057115348817,0.7359188560527767,2000,moderate,0.9654842965205509,0.3394174671634784,0.9379972891283757,0.33623555928535737,-0.02748700739217529
1,ASUS_FX63VD_laptop,CW,shimmerLocaldB_sma3nz_amean,50,0.6532772807230387,0.423036020627298,0.8200344537358534,2000,moderate,1.2480890406899983,0.17119929787611085,1.2451744989508933,0.21244560307457902,-0.002914541739104992
1,ASUS_FX63VD_laptop,CW,mfcc1_sma3_stddevNorm,50,0.42648385415841233,-0.053107714467922854,0.8695570283178882,2000,poor,0.30677969277070627,0.3387632896888854,0.22031802659741406,0.19959639586460667,-0.08646166617329223
1,ASUS_FX63VD_laptop,CW,mfcc1_sma3_amean,50,0.6646714985859155,0.41941513106833683,0.8380651448280736,2000,moderate,30.362317005210453,4.655529383492887,31.268658797957684,4.093985972108,0.9063417927472276
1,ASUS_FX63VD_laptop,CW,mfcc1V_sma3nz_stddevNorm,50,0.2002790067374567,-0.03619212741844777,0.6571773491540521,2000,poor,0.2018522008820954,0.1142919799298837,0.16699792510745198,0.06270492173915258,-0.03485427577464342
